file_name,label
8bd9027e-6269-4a1a-b047-b0f779a08d31,BC
9bb3a046-486b-4559-8bac-df771ce3682a,BC
f1269315-1237-4058-b0c5-498bfc49859a,BC
cb0b2742-a475-4ad5-8c2c-8438c54d4091,BC
c4705ce7-51ea-4ea1-94bf-4bdd6c8ea787,BC
f0c0058f-0351-44ef-a790-f65ad844b870,BC
e2a22d70-46e6-426c-a067-23faaac7c4cd,BC
4b1454cc-5dd4-46d8-b767-380bd396de0d,BC
c999db20-1076-487d-9a69-edb2b148ba7b,BC
ae7f47bb-1ff3-4e54-8826-e40952ee6945,BC
105037bb-b152-44f9-9dc6-59c4c0187623,BC
11f8d0ef-148a-42a3-bd1e-f60469cf83a6,BC
5ae8c1fe-2074-48a1-a7fd-a26850d7d1c6,BC
f5063cdf-f82d-42a6-b159-b1bc7e98c30f,BC
2c988205-0240-4ea5-bccc-d7af3df31e09,BC
f2263568-d395-4d01-bd64-444338300f80,BC
f014a869-1ed6-4da7-b156-53d656f8a880,BC
61c79abd-97c1-4d0e-a89d-9feb6f22d5f3,BC
dabc123f-8583-43bc-a9dd-e786971cf23e,BC
7f7bd3e0-4e1d-4439-9c35-d1d3934a16e4,BC
e801062c-9001-40b0-9986-a6b833407fd7,BC
e27c6156-521f-412d-948c-72ad45b7b0a5,BC
1b3471b7-98b4-474a-9415-93c813db2cc6,BC
4253d2ba-e09e-4a7a-9106-186b5e4db224,BC
979714ac-924e-4b56-a508-c5f143302d1b,BC
11c8c984-4e2b-4c8e-8fde-4a507922b320,BC
907133f9-8247-408e-8124-c198e7bbd833,BC
aaac352c-4ae1-4aec-86e1-811927996b27,BC
518f5766-08b1-4622-b03b-7f0037152d6c,BC
669e05cc-a58a-4457-8a02-82088d1aa77f,BC
6a048713-f231-47ae-970a-0959a1cefb15,BC
46d710db-5705-4924-9350-3ab80b6efb6e,BC
32654de2-0a9b-44c1-b331-5d29c6701bb7,BC
a9da28ad-5c2a-4f38-9c8e-059783161ed1,BC
5c97f5ee-9d52-404b-975d-5e37ec143b33,BC
bd5e4047-885e-4f39-97b0-869ccf20243a,BC
c6474f3b-0eb8-42d2-84a2-bf534afe8503,BC
2d061bfc-308e-4c56-815c-bfd92e36d1c4,BC
4aea11a5-b290-4740-8f67-53bba2f97399,BC
d5b4aa6c-2da8-4d7a-b7dd-ed7a201b9695,BC
a54a13b3-b8b4-42d9-9b0e-c62a5a4872fc,BC
e7fcea29-ee34-4ca4-acb3-523a27f6477c,BC
010a1453-ca60-48da-ac5c-3ac5e3a1d0d0,BC
f212647b-c64a-41b2-90ff-bc1d0438eb74,BC
cf95d28f-ed61-4ab3-997f-258501d7d277,BC
d51a3428-b044-46f5-a860-8718dbf815ab,BC
26bf4f61-4bb1-4f45-ae7a-b18d9de6a009,BC
93748218-c7ed-43ec-ab7e-5359bd3854b4,BC
1a5c7ced-2cb5-4751-b489-32bd1ed9e658,BC
98f80422-fd9b-47e4-8244-aa3f81648dc9,BC
233510a4-8ca4-4a6a-8ceb-cf222bd7d8bd,BC
25648dea-6340-45b4-9bc5-eeee2a7ae9f9,BC
f4ee5cef-e226-4a91-b8c9-5df77b31f5b0,BC
53a42c41-3c81-4833-a97b-e9d7289dc974,BC
7aef1537-adc1-4221-b85e-7462ac3dbab0,BC
da832adc-f4da-4de1-b7d3-f08bbd5fb5a9,BC
ef1acdec-f445-41f1-8154-ddfa7d095697,BC
e3cea646-361c-4ef9-8414-8e6d992ec3a4,BC
b9cead12-cfb8-4c17-9a4a-180cbd275dab,BC
546f6d7d-0983-44ef-bf89-1b3d54fa979b,BC
53b4bfa0-68a4-4640-af13-b3975a54238b,BC
dd24f299-f2a0-46fb-95c3-c439e09059a1,BC
1e2b344f-48a7-4b38-b7af-1230af8b5b8b,BC
956c5d9c-ed6b-4d80-9609-ff848ac6274b,BC
def299a1-d551-4b3d-98cf-a3d7b694997f,BC
4695ec52-cab1-4eaf-b8b6-25febeae8f8f,BC
a86fe835-620d-4225-b8b9-99061c7e3366,BC
5bbc5b56-bf80-4955-880b-89a18b032084,BC
83c8cce4-25c9-47ed-bad8-e1dfcfa16dd8,BC
90d2df69-9013-4903-9a55-0f3cfb2f681c,BC
085ce848-e4d2-4f3a-a1d8-c9266144571c,BC
7846cfc0-1ff1-4183-96af-907e6d95f88b,BC
6eb60937-22e4-4fb6-a465-44a13ff1337d,BC
f0d116c6-0dd2-4bb0-ad4f-5ce25b9bf20b,BC
3e7ab644-e13d-4413-a997-daff5b4a9ce5,BC
61c109f2-04b1-49f8-abbe-8360f76a8029,BC
b46ccdcd-b378-46a9-a36d-4c3b0aa1e8c2,BC
bfc6b7e7-825c-413c-9e9c-1542cd617c06,BC
5c8b3cd3-503d-4437-92e8-70dcfbd8b5dd,BC
b3a1b679-a964-4ed1-9cd9-1e485959e653,BC
580bd2bc-67da-420e-9383-525fd31a630b,BC
8ddfa6a3-b6cd-4234-baca-c99fd2ff820d,BC
2c8b541e-2be2-4047-b02b-42e3a2692387,BC
45175807-3e4a-4082-b171-4c7ea50fdfd4,BC
7d6f46fe-61ac-4800-9b8a-ebf4cefbf4be,BC
35b7c9ed-044f-4b2b-aa62-4f85179b19a9,BC
98ccef2b-cb0d-400d-a165-84ef5e8b091c,BC
7b3b8291-5813-40cd-beb5-2207e88bc3f4,BC
3634ea9a-52a0-41c7-a526-8a85b8b04334,BC
f67feda8-2da9-440e-91df-a9178ddfb7ae,BC
ec70ed3f-27ed-49e8-8f71-0ffd7bf38ae8,BC
5b8447c6-5284-4f9d-9e41-2b38fecfd973,BC
78d97bda-6e3b-4808-ba2d-092b7103e360,BC
90001fcf-dd6e-49d6-b2c9-6206beac30d9,BC
28b8fad4-8d51-4a0b-9847-6e5f5a5f7d71,BC
c765d3c0-a5ed-4e79-a136-39435849c9fa,BC
7b52920a-8ecd-4de0-aa01-a1557cceda89,BC
5c899153-a6d8-4138-90a5-fad96540e576,BC
70b36713-d4df-4be1-bf29-9a36eb023bd5,BC
c8df9120-9f29-45ba-8e45-c3b76b022bde,BC
81e288ed-112a-4bd0-b3fd-3a11ed747a34,BC
7217cffe-589a-4283-9933-8ac2ae46e548,BC
08bfde79-39cd-407c-970a-be877f25f34b,BC
3a22adc5-7c58-417d-9245-253ef335a6eb,BC
d89367ad-d689-447f-9f7a-ca8a628aaf5c,BC
46ebe5cf-5827-486c-92e7-acc128dccc4d,BC
007df477-0bdb-4d2d-bb9d-35dda46e98e0,BC
02ec8cd4-be74-4e94-b95b-2c5fe3459604,BC
886ab85f-47ab-443d-82b2-9f39a5e6d1d7,BC
6023a45a-ba47-4892-a7b1-71df62c38f6e,BC
7339f05a-cd02-4568-b071-fc6e942cd3b6,BC
219e66fd-1a9a-45a5-bb6b-8cda274e2181,BC
d989faf8-dc29-4def-b16c-e209b8933134,BC
473f4368-819f-4d3c-bb6f-d4083ec3b557,BC
0ec8a2f1-88c7-4666-9671-657a7e42b529,BC
5c127987-3d48-46aa-b644-89d01a4ada5e,BC
40655ff1-e246-438e-8bd5-acbab3b948b1,BC
a847aff5-cf00-474d-a2ce-be057bc96ccc,BC
81974c2d-e39d-4613-a2b2-89cfcb7f48fd,BC
01ff07e4-031c-44bf-8aef-fb6d9d46ff19,BC
9ba6e345-7cf8-4963-9293-a507bd2f95e9,BC
4ec1a1c4-1325-414c-8b7d-bb00ac12faee,BC
71539754-9f75-4052-afb2-7587a8f0cdd2,BC
8bd4e91f-2ba5-4334-a3dd-f064b02b786b,BC
b5359a66-95a5-4cf2-b2c4-7e1114b1e216,BC
5b19cfcc-701c-4085-9456-b6ff8bd6dd74,BC
abea0996-f74d-42e6-9985-a4a57839c912,BC
01ac9003-263f-4d09-aff2-befd579a0239,BC
3b36d66f-8022-48e1-b96d-6a59543a4815,BC
d8e65f65-b4ad-41c0-a059-9a8a99ea512c,BC
1f1f2ba5-33df-4a1d-8e9f-8b6d24c797fe,BC
942252e5-a1f8-4169-9e89-b577a00a5940,BC
9c397221-c777-4596-884a-ab0b782b285e,BC
926efb5b-e0d3-440d-8cb7-1c38efc57640,BC
598411cd-aa0a-443c-a0d9-2977e2ce212e,BC
22fd67d3-7352-4bbc-95ca-11ad6e5f93f0,BC
60140dd5-2ac8-4ec5-812d-5eecf8f5e9fe,BC
50a22c09-404b-44b8-8044-e0429ee64878,BC
319422a2-0774-4cc0-bcb9-124c2c2930da,BC
4b05464d-11e4-4542-9cf7-88f0effff89e,BC
dd3f7379-6f9a-40e5-8569-e80c1e53de6b,BC
3e588c97-303c-472c-b5fe-689f1007e7fc,BC
ba9f6d18-9500-4f02-87d6-ff713804f72c,BC
91d6b66d-57e5-4e9e-b520-7726001fedea,BC
1da0d5dc-216a-4189-bd7c-590f4f141eba,BC
69abde87-b6bf-42b9-93de-eb401a7d9027,BC
9fb5a3bf-ede5-4bfb-aa15-820d92a64ebc,BC
cdc664d5-1a56-43b3-8c97-f598a1c749ca,BC
5bb7a217-36ca-431f-ad3e-0d55bfeae9fe,BC
3fd6fb19-7e07-4180-932a-3c3d4b0d37bd,BC
2dad7938-40e7-4c32-ad74-be095f3e4934,BC
f8bbd537-00fa-434e-bf61-fcbee66279bc,BC
e83f71ff-c363-4b7a-a8ca-0466094fff03,BC
e0323fab-10b9-4063-a7e0-6a5887ab6d53,BC
6f589351-21d2-4969-a559-e02c18dcdf58,BC
209df3b8-c3e9-440e-9e4c-1464db193d95,BC
d551b438-e62c-422f-910b-8053c110a01d,BC
081f0714-190d-4f2c-b9c4-50d8cdfba0bc,BC
b9a5451c-5478-4154-a58b-95d21ffd60b7,BC
6a6f002b-98e2-471e-bdaa-1caeaf1d5ee6,BC
71d132e6-2a3f-4847-aa97-6114ee29fc89,BC
89dc0550-3fae-4daf-aa39-59ff94e7227c,BC
b572ddb0-3d6c-423c-8518-f21714001a68,BC
4e3333f2-2887-47f1-b56e-9d7d04fcc003,BC
a7340b18-95ff-4207-9541-4b9c83b21bd1,BC
b14e3bb2-bc9d-4290-8af8-8208b50f8565,BC
7226dbba-f2f5-4ecd-8f3e-002f131c2f78,BC
4aa18ee9-0253-42c3-8291-ef94c2ff13ff,BC
3e10bb1a-7e81-4b6d-9011-e8c9fddc2ec8,BC
e4ce2e01-f146-4e18-a684-27121af718ff,BC
7bce7619-9ebf-4d63-8e55-6049ed3e225b,BC
5128e83b-358a-4368-8ad5-3d4a05c666b4,BC
0b45da72-a016-4ee6-91d0-9c1b1afcddd4,BC
ab247651-fd6c-45ab-9b52-658c2d92feee,BC
3d64bebe-6243-46c5-8ade-ecc1f44042a5,BC
cab9cfa7-9166-4e09-8498-d648d3382313,BC
